Cell ID,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Burstiness,ISI Fano factor,ISI average adaptation index,ISI coefficient of variation,Input resistance (MΩ),Latency (ms),Latency @ +20pA current (ms),Rebound (mV),Rebound APs (number),Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Wildness
20190506_sample_5,4.0686356658547,76.5696242451667,0.794205780330202,0.991010305871833,0.308707567939057,-35.9022766351699,1.07999999999999,5.25041297078132,0.569868995633187,0.00203359552674125,1.15751747787533,0.30381016103855,441.748164554437,53.4,14.64,6.13363590396684,0,-54.2869573496282,20.0,54.3747071677442,1.10322731976663,0.37156,0
20190506_sample_6,3.16913832331836,84.33423563838,0.901758004173044,0.979922733618414,0.27007398753752,-36.2270809710025,1.47999999999998,0.0,0.0,0.00217526605472321,1.19605615300421,0.247390036857119,165.998223245143,172.24,59.0,1.72066440820598,0,-63.5649870991706,43.9999999999999,28.0772666065395,1.1498032739149,0.3026,0
20190506_sample_7,1.45122170449423,56.4717249944806,0.855645410441886,0.993285028888179,0.207325748275329,-43.0512055754661,0.920000000000004,0.0,0.0,0.000542383602202751,1.03300082442338,0.219362141337823,300.809540718143,9.23999999999999,5.76,14.2828385317353,10,-48.1382351063191,20.0,46.6262494623664,1.28325750036872,0.4604,0
20190507_sample_2,3.76517445212207,81.2236554920673,0.915996241320123,0.984056764599322,0.296667323308938,-30.6885354220867,0.839999999999979,0.0,0.0,0.00130180918857761,1.03909780182491,0.248363823679089,206.021649376799,89.96,27.0799999999999,9.76541266194993,0,-53.9395172052085,80.0,52.5097769474983,1.37494029564088,0.54984,0
20190507_sample_3,1.00186122954605,74.8269222676754,0.884657275384735,0.972900809226371,0.171079473909673,-39.2540246248245,1.40000000000001,0.0,0.213602550478214,0.00148910866910867,1.2340077763913,0.235971359035469,196.250213985641,44.1199999999999,24.08,1.19787292379591,0,-68.1974018350243,100.0,0.0,1.08165983469097,0.0,0
20190507_sample_4,2.96044060511749,77.0082361996173,0.676333816375943,0.997005147739336,0.255186623250764,-29.5166410505771,1.07999999999999,0.0,0.721115537848605,0.0133268649054573,2.52394072032894,0.561737841146942,469.628534473478,79.8,32.76,2.81761902146543,0,-61.7676698967814,40.0,80.0317906898259,1.15439906299182,0.4838,0
20190507_sample_5,1.88355866801086,89.2160423099994,0.748355895165405,0.979433628342628,0.217381534916898,-37.220299243927,0.840000000000007,0.0,0.0,0.00325410985610397,1.20284187881806,0.408006302640832,584.230246507155,8.76,9.64000000000001,15.1453032808103,5,-49.4071717351675,20.0,71.8930632549527,1.10118279972447,0.45716,0
20190507_sample_6,1.11634108182917,86.9259163737297,0.689137830691678,0.904017530683387,0.132788412224828,-42.4407012760639,0.839999999999993,0.0,0.0,0.0204082356708293,1.37775378515235,0.606286644675648,564.566458206623,17.4,10.72,16.0910240449528,3,-46.1859226621687,20.0,57.721324039996,1.09758996293694,0.42164,0
20190508_sample_1,2.39001179645561,71.787029504776,0.935094605204081,0.995907737667794,0.227276717820538,-42.1205796301364,1.43999999999999,0.0,0.475374732334046,0.00613305770808043,1.22964624431553,0.493419836741585,273.271196062366,97.96,16.04,3.61097920842654,2,-52.5851611442863,15.9999999999999,0.0,1.07802603076103,0.0,0
20190508_sample_2,0.892401569806478,73.6293345689773,0.952438572639003,0.990483761783666,0.138803042005106,-38.8674773275852,0.919999999999976,0.0,0.0,0.00173501375313378,1.09635052580429,0.283260762530379,215.186664377339,168.88,58.4,9.74741737563739,3,-54.8605443365871,5.55555555555554,46.083183026612,1.22865618287134,0.48856,0
20190508_sample_3,8.0141010935043,57.8229315578937,1.03934439465972,1.00506091629373,0.516325647198538,-26.4922827482223,1.79999999999999,0.0,0.0,0.000752321935381331,1.06178994104122,0.175347536278399,277.970096771915,106.8,64.4,1.83396934210284,0,-62.2195703946054,80.0,0.0,1.04043116227129,0.0,0
20190508_sample_4,3.30183700889942,82.0389725267887,0.739822885605051,0.972957858791271,0.242905148552285,-34.0010821819305,1.0,0.0,0.0,0.0146140793319415,1.22302816787349,0.617551214393842,307.367157203455,44.0,26.6399999999999,6.5212950491673,0,-61.0804443098604,44.8648648648648,56.0105113685131,1.11116940949873,0.48292,0
20190508_sample_6,4.0200602103732,79.0716372430324,0.944440674737464,0.994978976276105,0.338066695169708,-41.1323010921478,0.560000000000004,0.0,0.0,0.000204888921577641,1.05610750283918,0.15841545113933,155.389148997763,53.6399999999999,26.2,7.52885856376207,2,-61.4716386198997,76.1904761904762,0.0,1.08978603062959,0.0,0
20190508_sample_7,0.333704773012655,74.486456811428,0.860082567776803,0.993579229798726,0.0802423033480945,-35.1243913173675,0.959999999999988,0.0,0.0,0.000480252771111872,1.05539958579122,0.157149265207604,319.674967062969,71.12,38.04,3.34072296415909,0,-63.2791679874062,41.9607843137254,54.6691719482836,1.07665567549863,0.45088,0
20190509_sample_2,9.4666630918556,90.1207141578197,0.689196448886202,0.993915961435437,0.445952825117772,-39.7498495876789,1.43999999999999,0.0,0.650887432513938,0.0133679782214156,1.32444313201349,0.615697057802458,655.554999802261,60.76,25.16,4.19696087176066,0,-61.3384198144078,20.0,28.8372013631463,1.08160150990406,0.2202,0
